5.0751,7.0016e-05
5.4787,6.6289e-05
6.182,5.965e-05
6.9775,5.2637e-05
7.4964,4.7736e-05
8.1766,4.3633e-05
8.7992,3.9417e-05
9.4334,3.5055e-05
10.0329,3.2293e-05
11.2896,2.8166e-05
12.3734,2.5248e-05
13.5494,2.281e-05
14.5986,2.0367e-05
15.3826,1.8763e-05
16.2473,1.7017e-05
17.2043,1.5313e-05
18.1151,1.3943e-05
18.8876,1.3047e-05
19.8907,1.1559e-05
21.1819,1.1882e-05
22.8075,1.2073e-05
24.6292,1.2412e-05
26.7275,1.2861e-05
28.1686,1.3273e-05
29.7596,1.3645e-05
31.1201,1.3918e-05
32.2269,1.4533e-05
33.7487,1.5355e-05
35.4665,1.6097e-05
36.9884,1.6678e-05
37.9799,1.7347e-05
39.4095,1.8256e-05
40.5163,1.9062e-05
42.188,1.9984e-05
43.4793,2.0145e-05
44.563,2.1283e-05
45.6121,2.205e-05
46.7305,2.2578e-05
47.745,2.3575e-05
48.7596,2.4519e-05
49.9355,2.5304e-05
