# CMS search for long lived HNLs https://inspirehep.net/literature/2011095 CMS:2022fut
1.165852742299024136e+00,1.028313853172191903e-04
1.448903080390684384e+00,5.659234796434218454e-05
1.750413223140496299e+00,3.128473226570946137e-05
2.027310293012773101e+00,1.733251094227463747e-05
2.396506386175808245e+00,9.953592755167211883e-06
2.796468820435762836e+00,6.095694554667660460e-06
3.264800901577761927e+00,3.706754280919352604e-06
3.804921111945905210e+00,2.356272780760853845e-06
4.427084898572501537e+00,1.466278369249438958e-06
5.103944402704732930e+00,1.061086015512687527e-06
5.780803906836964323e+00,7.983581063416722544e-07
6.457663410969195716e+00,6.127289286116746625e-07
7.134522915101427110e+00,4.861408693781632723e-07
7.811382419233658503e+00,4.165400364858661135e-07
8.488241923365890784e+00,3.703774303032039203e-07
9.165101427498122177e+00,3.356067389476061964e-07
9.841960931630353571e+00,3.171286562650330919e-07
1.051882043576258496e+01,3.066624228870040273e-07
1.119567993989481636e+01,3.144790770190806690e-07
1.187253944402704775e+01,3.448838032966165715e-07
1.254939894815927559e+01,3.927811455913299777e-07
1.322625845229150698e+01,4.568123048766155387e-07
1.390311795642374193e+01,5.346354515773431534e-07
1.457997746055597332e+01,7.066621251338433638e-07
1.504147257700976681e+01,9.242962965195469236e-07
1.510300525920360570e+01,1.466278369249438958e-06
1.488764087152516780e+01,2.221166533456543188e-06
1.448767843726521320e+01,3.489214956535719142e-06
1.396465063861758082e+01,6.073855978772564103e-06
1.334932381667918833e+01,9.623280506662598358e-06
1.267246431254695693e+01,1.594019300804718007e-05
1.199560480841472554e+01,2.561807978669513848e-05
1.131874530428249415e+01,3.903569168723585684e-05
1.064188580015026275e+01,6.236835158013536264e-05
9.965026296018031360e+00,1.024235611518514992e-04
9.288166791885799967e+00,1.648275464897099702e-04
8.672839969947407468e+00,2.713805775736688984e-04
8.119045830202853864e+00,4.388682821230773141e-04
7.565251690458301148e+00,7.235021802317844657e-04
6.980691209616829873e+00,1.210916874592177358e-03
6.396130728775356822e+00,2.027736370128193754e-03
5.873102930127722665e+00,3.431856374375492034e-03
5.411607813673929179e+00,5.858473010202878799e-03
4.980879038317055141e+00,9.668681145553914558e-03
4.474943651389931887e+00,1.703432294969198582e-02
