1.006470663056091297e+01,3.007346276759376445e-05
1.425809895970083296e+01,3.007346276759376445e-05
1.664518074557537020e+01,2.862939103586524802e-05
1.918285152019033646e+01,3.159037374217479606e-05
2.342868423732235428e+01,3.318379798436928786e-05
2.631286073895944710e+01,3.846272689796146525e-05
2.843030459302665136e+01,3.401040113415264272e-05
3.131831005243844857e+01,4.040279389306307542e-05
3.319008795914680832e+01,4.244071822301957134e-05
3.563040249104584944e+01,3.752791254285552471e-05
3.825014212787164070e+01,4.140922108707458785e-05
4.351665070924420320e+01,4.458143582973858989e-05
4.824734164287339411e+01,5.041762325220948052e-05
5.489032450921563111e+01,7.115110615818813977e-05
5.668933996999223268e+01,9.797049007170452982e-05
6.125123446338949407e+01,1.081030467323605400e-04
6.204647122071386178e+01,1.725303640612430153e-04
6.618023291989334211e+01,2.261558551967182836e-04
6.660846290809168124e+01,4.183592937673477792e-04
7.058940086618751764e+01,4.849125247500911395e-04
7.243425164974395614e+01,1.205127363090137231e-03
7.626985859023452008e+01,1.876613726675488945e-03
7.726008508212910897e+01,1.482417777236417350e-02
1.245197084735031865e+02,1.635736211303840185e-02
2.113148276809419031e+02,1.635736211303840185e-02
3.152096028427403667e+02,1.635736211303840879e-02
5.047557006269001363e+02,1.635736211303840879e-02
7.000000000000000000e+04,1.635736210000000163e-02
